age,education,marital.status,relationship,race,sex,hoursperweek,nativecountry,income
31,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
20,HS-grad,Never-married,Own-child,Asian-Pac-Islander,Female,24,Philippines,<=50K
57,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
41,Assoc-voc,Married-civ-spouse,Wife,White,Female,44,United-States,>50K
33,HS-grad,Divorced,Other-relative,White,Female,40,United-States,<=50K
27,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
22,10th,Never-married,Not-in-family,White,Male,30,United-States,<=50K
50,Assoc-acdm,Married-civ-spouse,Wife,Black,Female,40,United-States,>50K
40,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
37,HS-grad,Married-civ-spouse,Husband,White,Male,51,United-States,<=50K
40,Assoc-acdm,Divorced,Not-in-family,White,Male,40,United-States,<=50K
53,Masters,Married-civ-spouse,Husband,White,Male,55,United-States,>50K
38,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
25,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
51,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
22,12th,Never-married,Own-child,Black,Male,40,United-States,<=50K
18,Some-college,Never-married,Own-child,White,Male,16,United-States,<=50K
41,11th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
33,HS-grad,Never-married,Unmarried,White,Female,40,United-States,<=50K
33,Bachelors,Never-married,Not-in-family,White,Female,40,United-States,<=50K
67,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
47,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
24,Some-college,Never-married,Not-in-family,White,Male,40,United-States,<=50K
32,7th-8th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
29,HS-grad,Never-married,Unmarried,White,Female,40,Mexico,<=50K
25,Assoc-voc,Never-married,Not-in-family,White,Male,45,United-States,<=50K
33,Some-college,Divorced,Not-in-family,White,Female,40,United-States,<=50K
55,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
32,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
18,HS-grad,Never-married,Own-child,White,Male,3,United-States,<=50K
36,HS-grad,Divorced,Unmarried,White,Female,50,United-States,<=50K
58,HS-grad,Widowed,Not-in-family,White,Female,27,United-States,<=50K
34,Masters,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
19,11th,Never-married,Not-in-family,White,Male,40,United-States,<=50K
21,HS-grad,Never-married,Unmarried,Black,Female,40,United-States,<=50K
36,HS-grad,Never-married,Not-in-family,White,Male,50,United-States,<=50K
37,Bachelors,Married-civ-spouse,Wife,Black,Female,40,United-States,>50K
43,HS-grad,Married-civ-spouse,Wife,Black,Female,21,Trinadad&Tobago,<=50K
52,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
48,Assoc-voc,Divorced,Not-in-family,White,Female,40,,<=50K
43,Some-college,Divorced,Unmarried,White,Female,38,United-States,<=50K
22,HS-grad,Never-married,Own-child,White,Male,40,United-States,<=50K
57,5th-6th,Divorced,Unmarried,White,Male,40,United-States,<=50K
37,Assoc-acdm,Never-married,Not-in-family,White,Female,40,United-States,<=50K
39,Some-college,Divorced,Unmarried,Asian-Pac-Islander,Female,38,United-States,<=50K
54,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
27,Assoc-acdm,Never-married,Not-in-family,White,Male,40,United-States,<=50K
21,HS-grad,Never-married,Not-in-family,White,Female,35,United-States,<=50K
65,Some-college,Separated,Not-in-family,White,Female,38,United-States,<=50K
30,Some-college,Married-civ-spouse,Wife,White,Female,40,United-States,<=50K
22,9th,Never-married,Not-in-family,White,Female,40,United-States,<=50K
26,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
25,11th,Separated,Own-child,White,Male,40,United-States,<=50K
35,Assoc-voc,Married-civ-spouse,Wife,White,Female,40,United-States,>50K
47,Assoc-voc,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
23,Assoc-acdm,Never-married,Own-child,White,Male,60,United-States,<=50K
42,HS-grad,Married-civ-spouse,Husband,Black,Male,40,United-States,>50K
39,Some-college,Never-married,Not-in-family,Asian-Pac-Islander,Male,30,United-States,<=50K
55,Doctorate,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
24,Masters,Married-spouse-absent,Not-in-family,Asian-Pac-Islander,Female,10,China,<=50K
46,Bachelors,Married-civ-spouse,Husband,White,Male,40,,>50K
53,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
44,11th,Separated,Unmarried,Black,Female,60,United-States,<=50K
40,HS-grad,Separated,Unmarried,Black,Female,40,United-States,<=50K
48,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
26,Assoc-voc,Separated,Unmarried,White,Female,35,United-States,<=50K
22,HS-grad,Never-married,Own-child,White,Female,40,United-States,<=50K
35,HS-grad,Married-civ-spouse,Wife,White,Female,12,United-States,<=50K
20,Some-college,Never-married,Unmarried,White,Female,20,United-States,<=50K
43,HS-grad,Divorced,Not-in-family,White,Female,40,United-States,<=50K
37,HS-grad,Married-civ-spouse,Wife,White,Female,25,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,Laos,<=50K
41,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,50,United-States,<=50K
38,Prof-school,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
77,9th,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
42,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
20,HS-grad,Never-married,Own-child,Black,Male,40,United-States,<=50K
36,Bachelors,Divorced,Not-in-family,White,Female,40,United-States,<=50K
32,Assoc-voc,Never-married,Other-relative,Asian-Pac-Islander,Male,40,United-States,<=50K
27,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
25,Some-college,Divorced,Other-relative,White,Male,45,United-States,<=50K
40,Masters,Never-married,Not-in-family,White,Male,40,United-States,<=50K
18,11th,Never-married,Own-child,White,Male,25,United-States,<=50K
49,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
17,11th,Never-married,Own-child,White,Female,16,United-States,<=50K
29,HS-grad,Never-married,Unmarried,White,Female,40,United-States,<=50K
47,Prof-school,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,55,Taiwan,>50K
24,Some-college,Separated,Own-child,White,Male,45,United-States,<=50K
58,7th-8th,Married-civ-spouse,Husband,White,Male,24,United-States,<=50K
29,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
45,Some-college,Married-civ-spouse,Wife,White,Female,24,Canada,>50K
30,12th,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
59,10th,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
47,7th-8th,Married-spouse-absent,Unmarried,White,Female,30,United-States,<=50K
41,Some-college,Married-civ-spouse,Husband,Black,Male,40,United-States,<=50K
28,Assoc-acdm,Never-married,Own-child,White,Male,40,France,<=50K
46,Assoc-acdm,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
40,Some-college,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
66,10th,Divorced,Not-in-family,Black,Female,40,United-States,<=50K
30,Bachelors,Never-married,Not-in-family,Black,Male,45,,>50K
44,Some-college,Never-married,Own-child,White,Male,12,United-States,<=50K
58,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
21,7th-8th,Never-married,Other-relative,White,Male,48,Mexico,<=50K
59,9th,Widowed,Unmarried,Black,Female,40,United-States,<=50K
35,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
45,9th,Married-civ-spouse,Husband,Black,Male,40,United-States,>50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,HS-grad,Never-married,Not-in-family,Black,Male,40,Jamaica,<=50K
26,Some-college,Never-married,Not-in-family,White,Female,15,United-States,<=50K
48,Some-college,Separated,Unmarried,Black,Female,35,United-States,<=50K
31,HS-grad,Never-married,Own-child,Asian-Pac-Islander,Female,40,United-States,<=50K
36,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
48,HS-grad,Divorced,Unmarried,White,Female,38,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
33,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
19,9th,Never-married,Not-in-family,White,Female,25,United-States,<=50K
37,Assoc-acdm,Married-civ-spouse,Wife,Black,Female,40,,>50K
53,Bachelors,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
18,Some-college,Never-married,Own-child,White,Female,40,,<=50K
38,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
34,Some-college,Never-married,Not-in-family,White,Male,50,United-States,<=50K
45,Bachelors,Married-civ-spouse,Husband,White,Male,52,United-States,>50K
33,Assoc-voc,Married-civ-spouse,Husband,White,Male,60,United-States,<=50K
35,Assoc-voc,Married-civ-spouse,Wife,White,Female,44,United-States,<=50K
22,HS-grad,Never-married,Own-child,Black,Male,40,United-States,<=50K
35,HS-grad,Divorced,Unmarried,White,Female,30,United-States,<=50K
45,HS-grad,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,8,United-States,<=50K
17,11th,Never-married,Own-child,White,Male,45,United-States,<=50K
50,HS-grad,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
33,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
46,HS-grad,Married-civ-spouse,Husband,White,Male,35,,<=50K
25,Bachelors,Never-married,Not-in-family,White,Female,50,United-States,<=50K
64,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
62,Some-college,Married-civ-spouse,Husband,White,Male,10,United-States,<=50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,60,United-States,>50K
17,11th,Never-married,Own-child,White,Male,20,United-States,<=50K
61,HS-grad,Married-civ-spouse,Husband,White,Male,55,United-States,<=50K
40,Doctorate,Never-married,Not-in-family,Black,Female,40,United-States,<=50K
21,HS-grad,Never-married,Other-relative,White,Female,40,United-States,<=50K
39,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
35,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,<=50K
29,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,Assoc-acdm,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
20,Assoc-acdm,Never-married,Not-in-family,White,Female,40,United-States,<=50K
34,Some-college,Married-civ-spouse,Wife,White,Female,20,United-States,>50K
51,Masters,Never-married,Own-child,White,Male,40,United-States,<=50K
45,HS-grad,Separated,Unmarried,Black,Female,15,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Female,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
29,HS-grad,Never-married,Own-child,Black,Male,40,United-States,<=50K
56,Bachelors,Married-civ-spouse,Husband,White,Male,30,Canada,<=50K
55,Some-college,Divorced,Not-in-family,White,Female,12,United-States,>50K
26,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
46,Some-college,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
32,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
28,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
27,7th-8th,Never-married,Other-relative,White,Male,35,Guatemala,<=50K
23,9th,Married-spouse-absent,Not-in-family,White,Male,40,Mexico,<=50K
59,10th,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
26,12th,Never-married,Other-relative,Other,Male,48,Guatemala,<=50K
36,10th,Never-married,Not-in-family,White,Male,40,United-States,<=50K
18,HS-grad,Never-married,Own-child,White,Female,15,United-States,<=50K
33,9th,Divorced,Not-in-family,White,Male,70,United-States,<=50K
60,Assoc-voc,Married-civ-spouse,Wife,White,Female,15,Germany,>50K
40,HS-grad,Divorced,Unmarried,White,Female,48,Mexico,<=50K
48,HS-grad,Married-civ-spouse,Husband,White,Male,43,United-States,<=50K
27,10th,Married-civ-spouse,Husband,White,Male,48,United-States,<=50K
19,Some-college,Never-married,Own-child,White,Male,20,United-States,<=50K
38,Bachelors,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
26,Some-college,Divorced,Not-in-family,White,Male,43,United-States,<=50K
45,Assoc-voc,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
20,Some-college,Never-married,Own-child,White,Female,20,United-States,<=50K
32,HS-grad,Divorced,Unmarried,White,Male,40,United-States,<=50K
22,Some-college,Never-married,Own-child,White,Female,13,United-States,<=50K
22,HS-grad,Never-married,Not-in-family,White,Male,40,United-States,<=50K
38,HS-grad,Never-married,Unmarried,Black,Female,38,United-States,<=50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
46,1st-4th,Widowed,Unmarried,Other,Female,30,Mexico,<=50K
39,Bachelors,Divorced,Not-in-family,White,Female,25,United-States,<=50K
79,HS-grad,Widowed,Not-in-family,White,Female,24,United-States,<=50K
60,Bachelors,Married-civ-spouse,Husband,White,Male,8,United-States,>50K
24,HS-grad,Never-married,Own-child,White,Male,40,Dominican-Republic,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,65,United-States,<=50K
37,Bachelors,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,77,Vietnam,<=50K
23,HS-grad,Never-married,Other-relative,White,Male,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,45,El-Salvador,<=50K
29,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
22,Bachelors,Never-married,Own-child,White,Female,43,United-States,<=50K
69,Some-college,Widowed,Not-in-family,White,Female,20,United-States,<=50K
55,HS-grad,Divorced,Unmarried,White,Female,38,United-States,<=50K
43,HS-grad,Divorced,Other-relative,White,Male,40,United-States,<=50K
23,7th-8th,Never-married,Unmarried,Other,Male,36,Mexico,<=50K
29,HS-grad,Never-married,Unmarried,White,Male,35,Mexico,<=50K
22,Assoc-voc,Never-married,Other-relative,White,Female,40,Mexico,<=50K
22,Some-college,Never-married,Not-in-family,White,Male,42,United-States,<=50K
25,HS-grad,Married-civ-spouse,Husband,White,Male,84,United-States,>50K
29,Some-college,Never-married,Own-child,White,Male,45,United-States,<=50K
25,Some-college,Never-married,Not-in-family,Black,Male,40,United-States,<=50K
33,HS-grad,Never-married,Not-in-family,White,Female,40,United-States,<=50K
33,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,>50K
31,Doctorate,Never-married,Not-in-family,White,Female,28,United-States,<=50K
30,Masters,Married-civ-spouse,Husband,White,Male,45,United-States,>50K
55,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
36,12th,Never-married,Not-in-family,White,Male,50,United-States,<=50K
47,HS-grad,Widowed,Unmarried,White,Female,40,United-States,<=50K
28,Bachelors,Never-married,Not-in-family,White,Male,40,United-States,>50K
42,Masters,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
51,Assoc-acdm,Divorced,Unmarried,White,Male,55,Germany,<=50K
62,Bachelors,Divorced,Not-in-family,Black,Female,40,United-States,<=50K
65,Some-college,Married-civ-spouse,Husband,White,Male,35,United-States,>50K
23,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
60,HS-grad,Married-civ-spouse,Husband,White,Male,32,United-States,<=50K
47,7th-8th,Married-civ-spouse,Husband,Black,Male,60,United-States,>50K
50,HS-grad,Divorced,Unmarried,White,Female,40,United-States,<=50K
70,Bachelors,Married-civ-spouse,Husband,White,Male,6,United-States,<=50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
37,Some-college,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
31,HS-grad,Never-married,Unmarried,White,Male,40,United-States,>50K
76,10th,Widowed,Unmarried,Black,Female,12,United-States,<=50K
54,Bachelors,Divorced,Not-in-family,Black,Female,60,United-States,<=50K
32,Bachelors,Married-civ-spouse,Husband,White,Male,40,United-States,>50K
31,Some-college,Never-married,Not-in-family,White,Female,52,United-States,<=50K
31,Bachelors,Divorced,Not-in-family,White,Male,50,United-States,>50K
65,Prof-school,Divorced,Not-in-family,White,Male,40,United-States,<=50K
30,HS-grad,Married-civ-spouse,Husband,White,Male,60,Ireland,>50K
63,HS-grad,Married-civ-spouse,Husband,White,Male,40,United-States,<=50K
21,Some-college,Never-married,Own-child,White,Female,10,United-States,<=50K
40,Masters,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
26,Some-college,Never-married,Not-in-family,White,Female,40,United-States,<=50K
18,11th,Never-married,Own-child,White,Female,8,United-States,<=50K
34,HS-grad,Married-civ-spouse,Husband,White,Male,50,United-States,<=50K
66,Some-college,Divorced,Other-relative,White,Female,40,,>50K
44,Some-college,Never-married,Own-child,White,Male,60,United-States,<=50K
30,Assoc-acdm,Never-married,Not-in-family,White,Female,40,United-States,<=50K
36,Bachelors,Never-married,Own-child,White,Male,40,United-States,<=50K
31,Some-college,Married-civ-spouse,Husband,White,Male,50,United-States,>50K
